rank,word,frequency,probability
65,పాలు,79,0.0017599358403136696
66,పెద్ద,79,0.0017599358403136696
67,మంది,79,0.0017599358403136696
68,అంత,78,0.0017376581714489397
69,తరువాత,78,0.0017376581714489397
70,కాబట్టి,77,0.0017153805025842096
71,విద్య,76,0.0016931028337194797
72,ఏర్పడు,75,0.0016708251648547496
73,ప్రతి,75,0.0016708251648547496
74,ఆంధ్రప్రదేశ్,74,0.0016485474959900197
75,భారతదేశం,74,0.0016485474959900197
76,మొత్తం,74,0.0016485474959900197
77,ఆరు,73,0.0016262698271252895
78,ఏది,72,0.0016039921582605597
79,గ్రామం,72,0.0016039921582605597
80,స,72,0.0016039921582605597
81,అప్పుడు,71,0.0015817144893958295
82,చిత్రం,70,0.0015594368205310996
83,ఐదు,69,0.0015371591516663695
84,మధ్య,69,0.0015371591516663695
85,కోటి,68,0.0015148814828016396
86,సూర్యుడు,68,0.0015148814828016396
87,సరే,67,0.0014926038139369097
88,అందరు,66,0.0014703261450721796
89,మేడం,66,0.0014703261450721796
90,తొమ్మిది,65,0.0014480484762074497
91,దగ్గర,65,0.0014480484762074497
92,వంటి,65,0.0014480484762074497
93,చిన్న,64,0.0014257708073427196
94,ఏర్పాటు,63,0.0014034931384779897
95,ప్రపంచం,62,0.0013812154696132596
96,విషయం,62,0.0013812154696132596
97,ఇతర,61,0.0013589378007485297
98,నీరు,61,0.0013589378007485297
99,ముఖ్యమంత్రి,61,0.0013589378007485297
100,అవసరం,60,0.0013366601318837996
101,ఎందుకంటే,58,0.0012921047941543396
102,పెరుగు,58,0.0012921047941543396
103,రకం,58,0.0012921047941543396
104,విధం,58,0.0012921047941543396
105,కలుగు,57,0.0012698271252896097
106,కారణం,56,0.0012475494564248798
107,పద్ధతి,56,0.0012475494564248798
108,ఎనిమిది,55,0.0012252717875601497
109,ఏడు,55,0.0012252717875601497
110,రాయి,55,0.0012252717875601497
111,కొత్త,54,0.0012029941186954198
112,మంత్రి,54,0.0012029941186954198
113,మార్పు,54,0.0012029941186954198
114,శీతోష్ణస్థితి,54,0.0012029941186954198
115,సంస్థ,54,0.0012029941186954198
116,సహాయం,54,0.0012029941186954198
117,అందించు,53,0.0011807164498306897
118,వద్ద,53,0.0011807164498306897
119,అనేక,52,0.0011584387809659598
120,మళ్ళీ,52,0.0011584387809659598
121,ప్రత్యేకం,51,0.0011361611121012297
122,ఇందిర,50,0.0011138834432364998
123,ఇక్కడ,50,0.0011138834432364998
124,తక్కువ,50,0.0011138834432364998
125,పథకం,50,0.0011138834432364998
126,పొందు,50,0.0011138834432364998
127,అండ్,49,0.0010916057743717697
128,ఆరోగ్యం,49,0.0010916057743717697
129,ఇష్టం,49,0.0010916057743717697
130,మొదట,49,0.0010916057743717697
131,రైతు,49,0.0010916057743717697
132,కార్యక్రమం,48,0.0010693281055070398
133,నిర్వహించు,48,0.0010693281055070398
134,పేరు,48,0.0010693281055070398
135,ప్రకారం,48,0.0010693281055070398
136,బాగుండు,48,0.0010693281055070398
137,భాగం,48,0.0010693281055070398
138,ముందు,48,0.0010693281055070398
139,సాధారణం,48,0.0010693281055070398
140,హలి,48,0.0010693281055070398
141,శక్తి,47,0.0010470504366423097
142,కాంగ్రెస్,46,0.0010247727677775798
143,ప్రధాన,46,0.0010247727677775798
144,మాత్రమే,46,0.0010247727677775798
145,కలువు,45,0.0010024950989128499
146,తెల్,45,0.0010024950989128499
147,భారతం,45,0.0010024950989128499
148,సమాచారం,45,0.0010024950989128499
149,దూరం,44,0.0009802174300481198
150,పె,44,0.0009802174300481198
151,విధానం,44,0.0009802174300481198
152,వివిధం,44,0.0009802174300481198
153,సముద్రం,44,0.0009802174300481198
154,ఉద్యమం,43,0.0009579397611833897
155,కంటే,43,0.0009579397611833897
156,కలుపు,43,0.0009579397611833897
157,పనిచెయ్యి,42,0.0009356620923186597
158,పాట,42,0.0009356620923186597
159,బయట,42,0.0009356620923186597
160,మరి,42,0.0009356620923186597
161,వ్యవసాయం,42,0.0009356620923186597
162,అభివృద్ధి,41,0.0009133844234539297
163,అవకాశం,41,0.0009133844234539297
164,కాదు,41,0.0009133844234539297
165,తియ్యి,41,0.0009133844234539297
166,కి,40,0.0008911067545891997
167,నేర్,40,0.0008911067545891997
168,ఫోన్,40,0.0008911067545891997
169,శతాబ్దం,40,0.0008911067545891997
170,శాఖ,40,0.0008911067545891997
171,జీవితం,39,0.0008688290857244698
172,రాజకీయ,39,0.0008688290857244698
173,వ్యవస్థ,39,0.0008688290857244698
174,కావాలి,38,0.0008465514168597398
175,ప్రదేశం,38,0.0008465514168597398
176,వలన,38,0.0008465514168597398
177,స్థితి,38,0.0008465514168597398
178,అధికారి,37,0.0008242737479950098
179,ఎవరు,37,0.0008242737479950098
180,కాకుండా,37,0.0008242737479950098
181,కుటుంబం,37,0.0008242737479950098
182,పడు,37,0.0008242737479950098
183,ప్రస్తుతం,37,0.0008242737479950098
184,మాత్రం,37,0.0008242737479950098
185,రంగం,37,0.0008242737479950098
186,సంఖ్య,37,0.0008242737479950098
187,ఆర్డర్,36,0.0008019960791302798
188,ఏం,36,0.0008019960791302798
189,ఏంటంటే,36,0.0008019960791302798
190,చర్య,36,0.0008019960791302798
191,తెలుపు,36,0.0008019960791302798
192,లక్ష,36,0.0008019960791302798
193,సమస్య,36,0.0008019960791302798
194,ఒకసారి,35,0.0007797184102655498
195,చూపించు,35,0.0007797184102655498
196,దాదాపు,35,0.0007797184102655498
197,పదవి,35,0.0007797184102655498
198,పరిస్థితి,35,0.0007797184102655498
199,మనిషి,35,0.0007797184102655498
200,రూపాయ,35,0.0007797184102655498
201,ఉగాది,34,0.0007574407414008198
202,ఓ,34,0.0007574407414008198
203,నిర్మాణం,34,0.0007574407414008198
204,రేపు,34,0.0007574407414008198
205,వే,34,0.0007574407414008198
206,స్థానం,34,0.0007574407414008198
207,స్థాయి,34,0.0007574407414008198
208,అసలు,33,0.0007351630725360898
209,ఎన్నో,33,0.0007351630725360898
210,కొట్టు,33,0.0007351630725360898
211,చె,33,0.0007351630725360898
212,పై,33,0.0007351630725360898
213,వంద,33,0.0007351630725360898
214,వ్యక్తి,33,0.0007351630725360898
215,సభ,33,0.0007351630725360898
216,సాహిత్యం,33,0.0007351630725360898
217,హైదరాబాద్,33,0.0007351630725360898
218,అందుబాటు,32,0.0007128854036713598
219,కనిపించు,32,0.0007128854036713598
220,టెలిఫోన్,32,0.0007128854036713598
221,నాయకుడు,32,0.0007128854036713598
222,స్కూల్,32,0.0007128854036713598
223,అట్టు,31,0.0006906077348066298
224,చుట్టు,31,0.0006906077348066298
225,జర్,31,0.0006906077348066298
226,పండుగ,31,0.0006906077348066298
227,పదం,31,0.0006906077348066298
228,లభించు,31,0.0006906077348066298
229,క,30,0.0006683300659418998
230,గాంధీ,30,0.0006683300659418998
231,దక్షిణం,30,0.0006683300659418998
232,ని,30,0.0006683300659418998
233,ను,30,0.0006683300659418998
234,మానవుడు,30,0.0006683300659418998
235,రాజ్యాంగం,30,0.0006683300659418998
236,వచ్చెయ్యి,30,0.0006683300659418998
237,అర్థం,29,0.0006460523970771698
238,ఆంధ్ర,29,0.0006460523970771698
239,ఆర్థికం,29,0.0006460523970771698
240,ఆహారం,29,0.0006460523970771698
241,ఇబ్బంది,29,0.0006460523970771698
242,ఉత్పత్తి,29,0.0006460523970771698
243,ఉపరితలం,29,0.0006460523970771698
244,తగ్గు,29,0.0006460523970771698
245,తయారు,29,0.0006460523970771698
246,తొలి,29,0.0006460523970771698
247,నగరం,29,0.0006460523970771698
248,వన్,29,0.0006460523970771698
249,శాస్త్రం,29,0.0006460523970771698
250,సందర్భం,29,0.0006460523970771698
251,సాధించు,29,0.0006460523970771698
252,ఇరవై,28,0.0006237747282124399
253,ఏమి,28,0.0006237747282124399
254,గంట,28,0.0006237747282124399
255,గత,28,0.0006237747282124399
256,గా,28,0.0006237747282124399
257,గ్రహం,28,0.0006237747282124399
258,జనాభా,28,0.0006237747282124399
259,టీ,28,0.0006237747282124399
260,పాత్ర,28,0.0006237747282124399
261,మాట,28,0.0006237747282124399
262,రాష్ట,28,0.0006237747282124399
263,వెళ్ళి,28,0.0006237747282124399
264,అడుగు,27,0.0006014970593477099
265,ఉదాహరణ,27,0.0006014970593477099
266,ఊరు,27,0.0006014970593477099
267,ఎస్,27,0.0006014970593477099
268,ఒక్క,27,0.0006014970593477099
269,కనుక,27,0.0006014970593477099
270,కు,27,0.0006014970593477099
271,చంద్రుడు,27,0.0006014970593477099
272,తే,27,0.0006014970593477099
273,న,27,0.0006014970593477099
274,పెంచు,27,0.0006014970593477099
275,మారు,27,0.0006014970593477099
276,ఆఫ్,26,0.0005792193904829799
277,ఉద్యోగం,26,0.0005792193904829799
278,ఎప్పుడు,26,0.0005792193904829799
279,కథ,26,0.0005792193904829799
280,కింద,26,0.0005792193904829799
281,చేపట్టు,26,0.0005792193904829799
282,చేర్,26,0.0005792193904829799
283,నచ్చు,26,0.0005792193904829799
284,నిర్మించు,26,0.0005792193904829799
285,పది,26,0.0005792193904829799
286,ఫుడ్,26,0.0005792193904829799
287,వాహనం,26,0.0005792193904829799
288,సభ్యుడు,26,0.0005792193904829799
289,అంశం,25,0.0005569417216182499
290,ఆట,25,0.0005569417216182499
291,ఎత్తు,25,0.0005569417216182499
292,కొ,25,0.0005569417216182499
293,కొంత,25,0.0005569417216182499
294,పంట,25,0.0005569417216182499
295,మతం,25,0.0005569417216182499
296,మొదలైన,25,0.0005569417216182499
297,విద్యార్థి,25,0.0005569417216182499
298,అనగా,24,0.0005346640527535199
299,అన్న,24,0.0005346640527535199
300,అయిపో,24,0.0005346640527535199
301,ఆదేశం,24,0.0005346640527535199
302,ఐ,24,0.0005346640527535199
303,కళ,24,0.0005346640527535199
304,గాలి,24,0.0005346640527535199
305,చివర,24,0.0005346640527535199
306,జాతీయ,24,0.0005346640527535199
307,ది,24,0.0005346640527535199
308,మరింత,24,0.0005346640527535199
309,యంత్రం,24,0.0005346640527535199
310,విద్యుత్,24,0.0005346640527535199
311,శబ్దం,24,0.0005346640527535199
312,సమితి,24,0.0005346640527535199
313,సుమారు,24,0.0005346640527535199
314,అనిపించు,23,0.0005123863838887899
315,ఇలాంటి,23,0.0005123863838887899
316,ఒక్కరు,23,0.0005123863838887899
317,కేసీఆర్,23,0.0005123863838887899
318,క్రికెట్,23,0.0005123863838887899
319,గోదావరి,23,0.0005123863838887899
320,చేయి,23,0.0005123863838887899
321,జనవరి,23,0.0005123863838887899
322,తండ్రి,23,0.0005123863838887899
323,నేడు,23,0.0005123863838887899
324,లాంటి,23,0.0005123863838887899
325,లేకపోతే,23,0.0005123863838887899
326,సామాజిక,23,0.0005123863838887899
327,ఆడు,22,0.0004901087150240599
328,ఆధారం,22,0.0004901087150240599
329,ఇవన్నీ,22,0.0004901087150240599
330,ఈరోజు,22,0.0004901087150240599
331,ఉత్తరం,22,0.0004901087150240599
332,ఉష్ణోగ్రత,22,0.0004901087150240599
333,కూచిపూడి,22,0.0004901087150240599
334,కూర్చో,22,0.0004901087150240599
335,చరిత్ర,22,0.0004901087150240599
336,జాగ్రత్త,22,0.0004901087150240599
337,జూన్,22,0.0004901087150240599
338,తప్పు,22,0.0004901087150240599
339,నాడు,22,0.0004901087150240599
340,ప్రక్రియ,22,0.0004901087150240599
341,భావించు,22,0.0004901087150240599
342,ముందుగా,22,0.0004901087150240599
343,విజయం,22,0.0004901087150240599
344,విశ్వవిద్యాలయం,22,0.0004901087150240599
345,వేరే,22,0.0004901087150240599
346,వైవిధ్యం,22,0.0004901087150240599
347,శాతం,22,0.0004901087150240599
348,శాసనసభ,22,0.0004901087150240599
349,సంగీతం,22,0.0004901087150240599
350,సంస్కృతి,22,0.0004901087150240599
351,సగటు,22,0.0004901087150240599
352,అవునండి,21,0.00046783104615932987
353,కల్వకుంట్ల,21,0.00046783104615932987
354,గానీ,21,0.00046783104615932987
355,చేరు,21,0.00046783104615932987
356,పాత,21,0.00046783104615932987
357,ప్రయత్నం,21,0.00046783104615932987
358,భారతీయ,21,0.00046783104615932987
359,రాజీనామా,21,0.00046783104615932987
360,రూపం,21,0.00046783104615932987
361,వంట,21,0.00046783104615932987
362,వివరం,21,0.00046783104615932987
363,వుండు,21,0.00046783104615932987
364,సూచించు,21,0.00046783104615932987
365,అంతర్జాతీయ,20,0.00044555337729459987
366,అమలు,20,0.00044555337729459987
367,ఇక,20,0.00044555337729459987
368,కూడు,20,0.00044555337729459987
369,గారు,20,0.00044555337729459987
370,చెట్టు,20,0.00044555337729459987
371,తిరిగి,20,0.00044555337729459987
372,తిరుగు,20,0.00044555337729459987
373,తెలంగాణా,20,0.00044555337729459987
374,థ్యాంక్,20,0.00044555337729459987
375,పరిమాణం,20,0.00044555337729459987
376,పూర్తి,20,0.00044555337729459987
377,ప్రచారం,20,0.00044555337729459987
378,ప్రజాస్వామ్యం,20,0.00044555337729459987
379,ప్రధానమంత్రి,20,0.00044555337729459987
380,ప్రభావం,20,0.00044555337729459987
381,బట్టి,20,0.00044555337729459987
382,మహిళ,20,0.00044555337729459987
383,మొబైల్,20,0.00044555337729459987
384,లోక్సభ,20,0.00044555337729459987
385,విభాగం,20,0.00044555337729459987
386,వ్యాపారం,20,0.00044555337729459987
387,సమాజం,20,0.00044555337729459987
388,సమావేశం,20,0.00044555337729459987
389,అక్షరం,19,0.0004232757084298699
390,అధికారం,19,0.0004232757084298699
391,అనుకుంటున్నాను,19,0.0004232757084298699
392,అనుమతి,19,0.0004232757084298699
393,అవన్నీ,19,0.0004232757084298699
394,ఆర్,19,0.0004232757084298699
395,ఇంగ్లీషు,19,0.0004232757084298699
396,ఉపయోగపడు,19,0.0004232757084298699
397,ఏంటి,19,0.0004232757084298699
398,ఒకరు,19,0.0004232757084298699
399,ఒకే,19,0.0004232757084298699
400,కల్,19,0.0004232757084298699
401,కేవలం,19,0.0004232757084298699
402,గొప్ప,19,0.0004232757084298699
403,గ్రామీణ,19,0.0004232757084298699
404,చట్టం,19,0.0004232757084298699
405,చేప,19,0.0004232757084298699
406,జరుపు,19,0.0004232757084298699
407,దొరుకు,19,0.0004232757084298699
408,నాట్యం,19,0.0004232757084298699
409,పదార్థం,19,0.0004232757084298699
410,పరిశ్రమ,19,0.0004232757084298699
411,పాలన,19,0.0004232757084298699
412,పోలీసు,19,0.0004232757084298699
413,ఫస్ట్,19,0.0004232757084298699
414,రవాణా,19,0.0004232757084298699
415,విజయవాడ,19,0.0004232757084298699
416,వివరించు,19,0.0004232757084298699
417,శ్రీ,19,0.0004232757084298699
418,సౌర,19,0.0004232757084298699
419,అత్యంత,18,0.0004009980395651399
420,అధికం,18,0.0004009980395651399
421,అధ్యక్షుడు,18,0.0004009980395651399
422,ఇంత,18,0.0004009980395651399
423,కష్టం,18,0.0004009980395651399
424,కార్యాలయం,18,0.0004009980395651399
425,కావలసిన,18,0.0004009980395651399
426,కేసు,18,0.0004009980395651399
427,కొండ,18,0.0004009980395651399
428,కోరు,18,0.0004009980395651399
429,గుర్తించు,18,0.0004009980395651399
430,దృష్టి,18,0.0004009980395651399
431,నృత్యం,18,0.0004009980395651399
432,పైన,18,0.0004009980395651399
433,ప్రధానం,18,0.0004009980395651399
434,ఫిబ్రవరి,18,0.0004009980395651399
435,మరొక,18,0.0004009980395651399
436,మార్గం,18,0.0004009980395651399
437,లేదను,18,0.0004009980395651399
438,వస్తువు,18,0.0004009980395651399
439,వాయువు,18,0.0004009980395651399
440,వార్త,18,0.0004009980395651399
441,వేగం,18,0.0004009980395651399
442,శరీరం,18,0.0004009980395651399
443,శాసనం,18,0.0004009980395651399
444,ఎక్కడ,17,0.0003787203707004099
445,కొంతమంది,17,0.0003787203707004099
446,క్రమం,17,0.0003787203707004099
447,క్రితం,17,0.0003787203707004099
448,చక్రం,17,0.0003787203707004099
449,చద్,17,0.0003787203707004099
450,డబ్బు,17,0.0003787203707004099
451,తీగ,17,0.0003787203707004099
452,తూర్పు,17,0.0003787203707004099
453,నది,17,0.0003787203707004099
454,నమోదు,17,0.0003787203707004099
455,నివసించు,17,0.0003787203707004099
456,పట్టణం,17,0.0003787203707004099
457,పరికరం,17,0.0003787203707004099
458,పరీక్ష,17,0.0003787203707004099
459,ఫోర్,17,0.0003787203707004099
460,బాబు,17,0.0003787203707004099
461,బిర్యాని,17,0.0003787203707004099
462,మంతి,17,0.0003787203707004099
463,మార్,17,0.0003787203707004099
464,ముందుకు,17,0.0003787203707004099
465,వారం,17,0.0003787203707004099
466,వి,17,0.0003787203707004099
467,సంతోషం,17,0.0003787203707004099
468,సృష్టించు,17,0.0003787203707004099
469,సేవ,17,0.0003787203707004099
470,అతి,16,0.0003564427018356799
471,అధ్యయనం,16,0.0003564427018356799
472,అభ్యర్థి,16,0.0003564427018356799
473,అమ్మ,16,0.0003564427018356799
474,అవగాహన,16,0.0003564427018356799
475,ఆన్లైన్,16,0.0003564427018356799
476,ఇండియా,16,0.0003564427018356799
477,ఉన్నత,16,0.0003564427018356799
478,ఎలాంటి,16,0.0003564427018356799
479,కక్ష్య,16,0.0003564427018356799
480,కల్పించు,16,0.0003564427018356799
481,కొందరు,16,0.0003564427018356799
482,క్లాస్,16,0.0003564427018356799
483,చ,16,0.0003564427018356799
484,డెలివర్,16,0.0003564427018356799
485,తో,16,0.0003564427018356799
486,నియోజకవర్గం,16,0.0003564427018356799
487,పన్ను,16,0.0003564427018356799
488,పాడు,16,0.0003564427018356799
489,పొర,16,0.0003564427018356799
490,ప్రదర్శించు,16,0.0003564427018356799
491,మహి,16,0.0003564427018356799
492,మాట్లాడ్,16,0.0003564427018356799
493,మిలియన్,16,0.0003564427018356799
494,మ్యాడమ్,16,0.0003564427018356799
495,యుగం,16,0.0003564427018356799
496,రాజకీయం,16,0.0003564427018356799
497,రెస్టారెంట్,16,0.0003564427018356799
498,రైలు,16,0.0003564427018356799
499,వర్షం,16,0.0003564427018356799
500,వసూలు,16,0.0003564427018356799
501,వాడ్,16,0.0003564427018356799
502,వేడి,16,0.0003564427018356799
503,సంబంధం,16,0.0003564427018356799
504,సరైన,16,0.0003564427018356799
505,సాంకేతికం,16,0.0003564427018356799
506,సాంప్రదాయం,16,0.0003564427018356799
507,అత్యధిక,15,0.0003341650329709499
508,అమౌంట్,15,0.0003341650329709499
509,ఉద్యోగి,15,0.0003341650329709499
510,ఉష్ణం,15,0.0003341650329709499
511,ఎందుకు,15,0.0003341650329709499
512,ఒకవేళ,15,0.0003341650329709499
513,కారు,15,0.0003341650329709499
514,కాల్,15,0.0003341650329709499
515,ఖచ్చితం,15,0.0003341650329709499
516,డాక్టర్,15,0.0003341650329709499
517,తమిళం,15,0.0003341650329709499
518,పోటి,15,0.0003341650329709499
519,పోషించు,15,0.0003341650329709499
520,ప్రారంభం,15,0.0003341650329709499
521,ఫలితం,15,0.0003341650329709499
522,ఫైవ్,15,0.0003341650329709499
523,బరువు,15,0.0003341650329709499
524,బాధ్యత,15,0.0003341650329709499
525,బుక్,15,0.0003341650329709499
526,భారీ,15,0.0003341650329709499
527,మద్దతు,15,0.0003341650329709499
528,మరో,15,0.0003341650329709499
529,లేక,15,0.0003341650329709499
530,వాళ్ళకు,15,0.0003341650329709499
531,విశాఖపట్నం,15,0.0003341650329709499
532,వ్యాసం,15,0.0003341650329709499
533,సంఘటన,15,0.0003341650329709499
534,సహా,15,0.0003341650329709499
535,సాగు,15,0.0003341650329709499
536,సెకండ్,15,0.0003341650329709499
537,సొంతం,15,0.0003341650329709499
538,అన్నమాట,14,0.00031188736410621995
539,అలాంటి,14,0.00031188736410621995
540,ఆలయం,14,0.00031188736410621995
541,ఉంచు,14,0.00031188736410621995
542,కావ్యం,14,0.00031188736410621995
543,కేజీలు,14,0.00031188736410621995
544,కొంచం,14,0.00031188736410621995
545,కొర,14,0.00031188736410621995
546,క్రీడ,14,0.00031188736410621995
547,చంద్రశేఖర్,14,0.00031188736410621995
548,చాలామంది,14,0.00031188736410621995
549,తీర్పు,14,0.00031188736410621995
550,త్రాగు,14,0.00031188736410621995
551,త్రీ,14,0.00031188736410621995
552,ధర,14,0.00031188736410621995
553,నడువు,14,0.00031188736410621995
554,నష్టం,14,0.00031188736410621995
555,నిన్న,14,0.00031188736410621995
556,నిర్ణయం,14,0.00031188736410621995
557,నిలువు,14,0.00031188736410621995
558,నెంబర్,14,0.00031188736410621995
559,పక్షి,14,0.00031188736410621995
560,పోరాటం,14,0.00031188736410621995
561,ప్రముఖ,14,0.00031188736410621995
562,ప్రయాణం,14,0.00031188736410621995
563,ప్రేమ,14,0.00031188736410621995
564,ఫోటో,14,0.00031188736410621995
565,బిల్లు,14,0.00031188736410621995
566,మండలం,14,0.00031188736410621995
567,మరణించు,14,0.00031188736410621995
568,మేడమ్,14,0.00031188736410621995
569,మొక్క,14,0.00031188736410621995
570,రూపొందించు,14,0.00031188736410621995
571,రెడ్డి,14,0.00031188736410621995
572,లక్షణం,14,0.00031188736410621995
573,వర్క్,14,0.00031188736410621995
574,వివాహం,14,0.00031188736410621995
575,వైపు,14,0.00031188736410621995
576,సంఘం,14,0.00031188736410621995
577,సంజయ్,14,0.00031188736410621995
578,అంతరిక్షం,13,0.00028960969524148995
579,అనంతరం,13,0.00028960969524148995
580,అనుభవం,13,0.00028960969524148995
581,అయస్కాంతం,13,0.00028960969524148995
582,అలాంటివి,13,0.00028960969524148995
583,అవార్డు,13,0.00028960969524148995
584,ఆధారపడు,13,0.00028960969524148995
585,ఆన్,13,0.00028960969524148995
586,ఆలోచన,13,0.00028960969524148995
587,ఇలాంటివి,13,0.00028960969524148995
588,కలిగించు,13,0.00028960969524148995
589,కాంతి,13,0.00028960969524148995
590,కాక,13,0.00028960969524148995
591,కార్డు,13,0.00028960969524148995
592,కుమారబాబు,13,0.00028960969524148995
593,కృషి,13,0.00028960969524148995
594,కోవిడ్,13,0.00028960969524148995
595,క్రస్ట్,13,0.00028960969524148995
596,ఖాతా,13,0.00028960969524148995
597,గది,13,0.00028960969524148995
598,గుర్తు,13,0.00028960969524148995
599,చంప్,13,0.00028960969524148995
600,చలనం,13,0.00028960969524148995
601,చికెన్,13,0.00028960969524148995
602,చిట్టిబాబు,13,0.00028960969524148995
603,టైం,13,0.00028960969524148995
604,డిసెంబరు,13,0.00028960969524148995
605,తరగతి,13,0.00028960969524148995
606,తేడా,13,0.00028960969524148995
607,దయచెయ్యి,13,0.00028960969524148995
608,దరఖాస్తు,13,0.00028960969524148995
609,ధ్రువం,13,0.00028960969524148995
610,నంబర్,13,0.00028960969524148995
611,నన్నయ,13,0.00028960969524148995
612,నిమిషం,13,0.00028960969524148995
613,పత్రిక,13,0.00028960969524148995
614,పరిశోధన,13,0.00028960969524148995
615,పర్వతం,13,0.00028960969524148995
616,పశ్చిమం,13,0.00028960969524148995
617,పిలువు,13,0.00028960969524148995
618,పుట్టు,13,0.00028960969524148995
619,పొయ్యి,13,0.00028960969524148995
620,పొలం,13,0.00028960969524148995
621,ప్రణాళిక,13,0.00028960969524148995
622,ప్రాంతీయ,13,0.00028960969524148995
623,ప్రాణం,13,0.00028960969524148995
624,ప్లేస్,13,0.00028960969524148995
625,బలం,13,0.00028960969524148995
626,బాహుబలి,13,0.00028960969524148995
627,బొమ్మ,13,0.00028960969524148995
628,మంచు,13,0.00028960969524148995
629,మట్టి,13,0.00028960969524148995
630,మిగతా,13,0.00028960969524148995
631,మీటర్,13,0.00028960969524148995
632,ముప్పై,13,0.00028960969524148995
633,మొట్టమొదటి,13,0.00028960969524148995
634,మొరార్జీ,13,0.00028960969524148995
635,యుద్ధం,13,0.00028960969524148995
636,రకరకాలు,13,0.00028960969524148995
637,రికార్డు,13,0.00028960969524148995
638,రైతుబంధు,13,0.00028960969524148995
639,లు,13,0.00028960969524148995
640,వంటకం,13,0.00028960969524148995
641,వయసు,13,0.00028960969524148995
642,వరి,13,0.00028960969524148995
643,వర్గం,13,0.00028960969524148995
644,విటమిన్,13,0.00028960969524148995
645,వెంటనే,13,0.00028960969524148995
646,హింద్,13,0.00028960969524148995
647,అ,12,0.00026733202637675994
648,అక్షాంశం,12,0.00026733202637675994
649,ఆక్సిజన్,12,0.00026733202637675994
650,ఆనందం,12,0.00026733202637675994
651,ఆవు,12,0.00026733202637675994
652,ఇంకు,12,0.00026733202637675994
653,ఉన్నప్పుడు,12,0.00026733202637675994
654,ఎటువంటి,12,0.00026733202637675994
655,ఎదురు,12,0.00026733202637675994
656,ఏప్రిల్,12,0.00026733202637675994
657,ఏవైనా,12,0.00026733202637675994
658,కంపెనీ,12,0.00026733202637675994
659,కమిషన్,12,0.00026733202637675994
660,కర్ణాటక,12,0.00026733202637675994
661,కాగా,12,0.00026733202637675994
662,కుంచికపలక,12,0.00026733202637675994
663,కుమారుడు,12,0.00026733202637675994
664,కె,12,0.00026733202637675994
665,కేటాయించు,12,0.00026733202637675994
666,కోడ్,12,0.00026733202637675994
667,కోర్,12,0.00026733202637675994
668,చక్క,12,0.00026733202637675994
669,చూపు,12,0.00026733202637675994
670,జీవం,12,0.00026733202637675994
671,తయారవ్వు,12,0.00026733202637675994
672,తరువాయి,12,0.00026733202637675994
673,తల్లి,12,0.00026733202637675994
674,తాగు,12,0.00026733202637675994
